epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,49.9188,0.53383,0.44743,1.10551,0.98966,0.99852,0.99363,0.91877,0.52616,0.40729,1.12307,0.00071504,0.00071504,0.00071504
20,52.1328,0.52652,0.44901,1.06615,0.99353,0.99552,0.99355,0.91943,0.52881,0.37953,1.82267,0.000693042,0.000693042,0.000693042
21,54.4775,0.50778,0.43295,1.09828,0.99357,0.99515,0.99375,0.91712,0.5168,0.38874,1.97175,0.000671044,0.000671044,0.000671044
22,56.4988,0.50017,0.41713,1.07497,0.99275,0.99503,0.99389,0.90417,0.52744,0.40576,1.18638,0.000649046,0.000649046,0.000649046
23,58.7353,0.49192,0.41839,1.07354,0.99467,0.99592,0.99367,0.9178,0.50862,0.374,1.15774,0.000627048,0.000627048,0.000627048
24,61.075,0.49669,0.40263,1.0794,0.9951,0.99476,0.9936,0.91703,0.51108,0.37478,1.2675,0.000605051,0.000605051,0.000605051
25,63.3874,0.5083,0.41663,1.09377,0.99337,0.99573,0.99367,0.92752,0.50803,0.37887,1.18472,0.000583053,0.000583053,0.000583053
26,65.8546,0.48906,0.40183,1.0675,0.99304,0.99566,0.99351,0.93329,0.48019,0.35742,1.11203,0.000561055,0.000561055,0.000561055
27,68.4156,0.48412,0.39165,1.08464,0.99509,0.99592,0.99362,0.94223,0.46359,0.36294,1.12711,0.000539057,0.000539057,0.000539057
28,70.8145,0.47517,0.38976,1.08358,0.99525,0.99592,0.99361,0.9394,0.44548,0.35663,1.1337,0.000517059,0.000517059,0.000517059
29,72.9014,0.48351,0.38798,1.09315,0.99384,0.9966,0.99365,0.93063,0.49422,0.34874,1.14365,0.000495062,0.000495062,0.000495062
30,74.9338,0.4889,0.38704,1.09911,0.99374,0.99673,0.99355,0.94232,0.46864,0.35043,1.15993,0.000473064,0.000473064,0.000473064
31,76.887,0.47276,0.38427,1.10094,0.99342,0.99636,0.99364,0.94994,0.41591,0.33585,1.16001,0.000451066,0.000451066,0.000451066
32,79.2317,0.46474,0.37753,1.0794,0.99135,0.99748,0.99346,0.94898,0.42709,0.33185,1.13496,0.000429068,0.000429068,0.000429068
33,81.3289,0.45904,0.37239,1.06907,0.99194,0.99814,0.99364,0.94485,0.45243,0.33692,1.15316,0.00040707,0.00040707,0.00040707
34,83.308,0.4648,0.3696,1.07933,0.99312,0.99704,0.99352,0.94435,0.44329,0.32432,1.11897,0.000385073,0.000385073,0.000385073
35,85.0643,0.45791,0.36175,1.07829,0.99239,0.99711,0.99358,0.94522,0.44641,0.32633,1.14109,0.000363075,0.000363075,0.000363075
36,86.9501,0.45159,0.35917,1.05703,0.99256,0.99694,0.99349,0.93886,0.42973,0.34583,1.22984,0.000341077,0.000341077,0.000341077
37,88.7025,0.45164,0.35894,1.08459,0.99308,0.99612,0.99355,0.94266,0.42584,0.3323,1.18315,0.000319079,0.000319079,0.000319079
38,90.491,0.45923,0.36633,1.06013,0.9929,0.99643,0.99353,0.94139,0.45169,0.33625,1.16527,0.000297081,0.000297081,0.000297081
39,91.9438,0.44706,0.35977,1.06047,0.99012,1,0.99348,0.9432,0.445,0.32875,1.13152,0.000275084,0.000275084,0.000275084
40,93.7153,0.44619,0.35681,1.06006,0.9942,0.99693,0.99351,0.94434,0.42227,0.32593,1.13742,0.000253086,0.000253086,0.000253086
41,96.6767,0.42987,0.32606,1.0387,0.99364,0.99592,0.99363,0.94031,0.46978,0.33982,1.14184,0.000231088,0.000231088,0.000231088
42,98.8597,0.43841,0.3322,1.02064,0.99121,0.9987,0.99364,0.94959,0.44207,0.3305,1.10959,0.00020909,0.00020909,0.00020909
43,101.226,0.42433,0.32308,1.03333,0.9911,0.99811,0.9935,0.94569,0.44531,0.32021,1.09301,0.000187092,0.000187092,0.000187092
44,103.301,0.42314,0.31762,1.02178,0.9913,0.99788,0.99338,0.9408,0.4606,0.31537,1.09753,0.000165095,0.000165095,0.000165095
45,105.558,0.4168,0.31173,1.02025,0.99252,0.99729,0.99349,0.94795,0.42206,0.31376,1.10184,0.000143097,0.000143097,0.000143097
46,107.42,0.41296,0.30984,1.01635,0.99293,0.99725,0.99357,0.95058,0.42177,0.31505,1.12527,0.000121099,0.000121099,0.000121099
47,109.758,0.41205,0.31144,1.01936,0.99193,0.99713,0.99364,0.94554,0.42936,0.32618,1.16695,9.91012e-05,9.91012e-05,9.91012e-05
48,111.989,0.4105,0.3091,1.02122,0.98933,0.99712,0.99364,0.94868,0.42417,0.31664,1.13416,7.71034e-05,7.71034e-05,7.71034e-05
49,114.048,0.40952,0.30636,1.02573,0.99241,0.99707,0.99364,0.95116,0.42281,0.30615,1.11432,5.51056e-05,5.51056e-05,5.51056e-05
50,116.067,0.40173,0.30481,1.01749,0.99237,0.99705,0.99365,0.95129,0.42534,0.30751,1.11068,3.31078e-05,3.31078e-05,3.31078e-05
